Feature,Type,Coefficient,Importance
conversation,Text,-0.12340007466308431,0.12340007466308431
bullet,Text,0.12336690531223805,0.12336690531223805
lucky,Text,0.12330210103759845,0.12330210103759845
shit,Text,0.12305188648078433,0.12305188648078433
instrument,Text,-0.1229121854934569,0.1229121854934569
rex,Text,-0.12272245703756969,0.12272245703756969
er,Text,-0.12267620974935575,0.12267620974935575
cutting board,Text,0.12260501545042339,0.12260501545042339
flame,Text,-0.12253240820999332,0.12253240820999332
comedy short,Text,0.12253170477833332,0.12253170477833332
architect,Text,0.12242409222455644,0.12242409222455644
cleaning,Text,0.12229942604289526,0.12229942604289526
booth,Text,0.12209035405604929,0.12209035405604929
chamber,Text,-0.12194100793179224,0.12194100793179224
witness,Text,0.12166067744322415,0.12166067744322415
restoring,Text,0.12150244756265262,0.12150244756265262
adult coloring,Text,-0.12140802995477508,0.12140802995477508
dance festival,Text,-0.12105438238990687,0.12105438238990687
alarm,Text,0.12040116953782055,0.12040116953782055
feast,Text,0.12029773570182727,0.12029773570182727
demand,Text,-0.1201664216872018,0.1201664216872018
junior,Text,0.12007381038359141,0.12007381038359141
pressing,Text,-0.11988370596829684,0.11988370596829684
born,Text,-0.11984025321679341,0.11984025321679341
category_Musical,Category,-0.11975168873387379,0.11975168873387379
negative,Text,-0.11962421990202611,0.11962421990202611
say,Text,-0.11933421671398493,0.11933421671398493
tide,Text,0.11926777864520294,0.11926777864520294
category_Graphic Novels,Category,0.11913755496979653,0.11913755496979653
matthew,Text,0.11902589174766474,0.11902589174766474
ridge,Text,0.11874521932739916,0.11874521932739916
branch,Text,0.11869055522699737,0.11869055522699737
fiction,Text,-0.11864813241371965,0.11864813241371965
board game,Text,-0.11864568358570929,0.11864568358570929
ipad iphone,Text,0.11854535208502087,0.11854535208502087
one year,Text,-0.11852259265489556,0.11852259265489556
heist,Text,0.11831784648814328,0.11831784648814328
cereal,Text,-0.11826397269964067,0.11826397269964067
wire,Text,0.1181686291546111,0.1181686291546111
speaks,Text,-0.11806884484193711,0.11806884484193711
taste,Text,-0.11793137832830727,0.11793137832830727
pas,Text,0.11791328068601285,0.11791328068601285
eastern,Text,-0.11774988489421631,0.11774988489421631
category_Rock,Category,0.11768542041768708,0.11768542041768708
slider,Text,0.11756126015868029,0.11756126015868029
john,Text,-0.11750523206956139,0.11750523206956139
quick,Text,-0.11704293146779571,0.11704293146779571
alchemy,Text,0.11691640492769226,0.11691640492769226
minnesota,Text,0.11688692882958597,0.11688692882958597
first ep,Text,0.11669610996896826,0.11669610996896826
drawing,Text,0.11662049377379752,0.11662049377379752
trapped,Text,0.11641210579016874,0.11641210579016874
columbia,Text,0.11640179101327945,0.11640179101327945
friendly,Text,0.11633383673306041,0.11633383673306041
castle,Text,-0.11625748626466534,0.11625748626466534
high quality,Text,-0.11624220431157205,0.11624220431157205
pastry,Text,0.11616186241824275,0.11616186241824275
pyramid,Text,-0.11601900292548159,0.11601900292548159
category_Webcomics,Category,-0.11580099645246106,0.11580099645246106
risk,Text,0.11579603310305485,0.11579603310305485
dough,Text,-0.11563970496457741,0.11563970496457741
category_Publishing,Category,-0.11559336500433566,0.11559336500433566
waking,Text,-0.11557126314998649,0.11557126314998649
cutting,Text,-0.11554203784461534,0.11554203784461534
pa,Text,0.1155334213638586,0.1155334213638586
hang,Text,0.11530570286252559,0.11530570286252559
handbook,Text,0.11517369198766853,0.11517369198766853
claw,Text,0.11502013044021013,0.11502013044021013
indian,Text,-0.11493251886949264,0.11493251886949264
troy,Text,-0.11485937146480296,0.11485937146480296
politics,Text,-0.1146391348987531,0.1146391348987531
ark,Text,-0.11461015857282086,0.11461015857282086
snow,Text,0.11453378075626333,0.11453378075626333
anxiety,Text,-0.11450981906715417,0.11450981906715417
hold,Text,-0.11429848322466112,0.11429848322466112
thousand,Text,0.11417513596890458,0.11417513596890458
first,Text,0.11362939380999892,0.11362939380999892
platformer,Text,-0.11357357967009038,0.11357357967009038
farming,Text,-0.11344157469238213,0.11344157469238213
communication,Text,0.11314094722958022,0.11314094722958022
day,Text,-0.1131103773444294,0.1131103773444294
poetry book,Text,-0.11291992276719325,0.11291992276719325
card deck,Text,-0.11288904731491105,0.11288904731491105
imagine,Text,0.11288682474289617,0.11288682474289617
saved,Text,-0.1128539783003482,0.1128539783003482
text,Text,-0.11278977170295616,0.11278977170295616
outdoors,Text,0.11257464191262455,0.11257464191262455
low,Text,-0.11246774358420361,0.11246774358420361
hook,Text,0.11228828002347789,0.11228828002347789
country music,Text,0.11216830008348093,0.11216830008348093
romeo juliet,Text,0.11210031118061764,0.11210031118061764
jade,Text,0.11192208384800811,0.11192208384800811
zealand,Text,-0.11176214430465108,0.11176214430465108
new zealand,Text,-0.11176214430465108,0.11176214430465108
category_Product Design,Category,0.11160170187984893,0.11160170187984893
paracord,Text,-0.11148390906272682,0.11148390906272682
colored,Text,0.11126047835096489,0.11126047835096489
die,Text,0.1112154937840448,0.1112154937840448
goal_per_day,Numeric,-0.11097032958255469,0.11097032958255469
strength,Text,-0.11094948170968227,0.11094948170968227
act,Text,-0.11085179363365376,0.11085179363365376
dog,Text,-0.11053134620288432,0.11053134620288432
suite,Text,-0.11032355572952558,0.11032355572952558
master,Text,-0.11031759088498878,0.11031759088498878
device,Text,0.11021005506804013,0.11021005506804013
serenity,Text,-0.11009490895198046,0.11009490895198046
ice,Text,-0.11005427490228653,0.11005427490228653
gray,Text,0.10998255182615396,0.10998255182615396
tap,Text,0.10981146218040787,0.10981146218040787
brother,Text,-0.10979067704515075,0.10979067704515075
bad,Text,-0.1096613139686331,0.1096613139686331
gadget,Text,-0.10959957140136589,0.10959957140136589
change,Text,0.10956603833413807,0.10956603833413807
crimson,Text,-0.10948384102166676,0.10948384102166676
special edition,Text,-0.10942738246290734,0.10942738246290734
fill,Text,0.1093120048011068,0.1093120048011068
dynamic,Text,0.10924304579293923,0.10924304579293923
men woman,Text,0.10889874667490848,0.10889874667490848
deer,Text,-0.10860774767611843,0.10860774767611843
center,Text,0.10838589603137176,0.10838589603137176
new world,Text,-0.1082099767880302,0.1082099767880302
hawaii,Text,-0.10812176799397655,0.10812176799397655
question,Text,0.10791557055467188,0.10791557055467188
category_Music,Category,0.10764355005829887,0.10764355005829887
art project,Text,0.10758110546043824,0.10758110546043824
senior project,Text,0.10753547250142133,0.10753547250142133
pink,Text,-0.1073984692103871,0.1073984692103871
poster,Text,0.10671426704123922,0.10671426704123922
another,Text,-0.10661491377272285,0.10661491377272285
valley,Text,-0.10652585121775009,0.10652585121775009
polar,Text,0.1064411820768815,0.1064411820768815
ok,Text,-0.10634227087439553,0.10634227087439553
tell,Text,-0.10629719924788045,0.10629719924788045
south,Text,0.10613213150918795,0.10613213150918795
tough,Text,-0.10605710769043582,0.10605710769043582
bond,Text,0.10592423252628334,0.10592423252628334
venus,Text,-0.10567775207208852,0.10567775207208852
alexander,Text,-0.10559579262787154,0.10559579262787154
montana,Text,0.10556955078858792,0.10556955078858792
crown,Text,-0.10552496687353896,0.10552496687353896
fall,Text,0.10549393818663372,0.10549393818663372
jackson,Text,-0.10547054698246512,0.10547054698246512
category_People,Category,-0.10499463102980555,0.10499463102980555
way,Text,-0.10449020742416018,0.10449020742416018
vocal,Text,0.10443547850257877,0.10443547850257877
mystery,Text,-0.10438094875431483,0.10438094875431483
foot,Text,-0.10429036776463813,0.10429036776463813
violin,Text,-0.10405119319816232,0.10405119319816232
agenda,Text,-0.10376248042385593,0.10376248042385593
school,Text,-0.10372644768902749,0.10372644768902749
category_Spaces,Category,0.10363717796108575,0.10363717796108575
executive,Text,0.1031383849806168,0.1031383849806168
breathe,Text,0.10309006787371172,0.10309006787371172
bat,Text,-0.10287916112293578,0.10287916112293578
ordinary,Text,0.1027100167635765,0.1027100167635765
serving,Text,-0.10267576127300387,0.10267576127300387
busy,Text,-0.10263894548249589,0.10263894548249589
western,Text,0.10254106617168394,0.10254106617168394
skateboard,Text,-0.10244236661697494,0.10244236661697494
3d printable,Text,0.10223935726221206,0.10223935726221206
weapon,Text,0.10223731250400521,0.10223731250400521
ending,Text,-0.10218426983700694,0.10218426983700694
david,Text,0.10190024212812189,0.10190024212812189
mobile,Text,-0.10169483589643404,0.10169483589643404
food,Text,0.10159294442529866,0.10159294442529866
bitch,Text,-0.10148111133199827,0.10148111133199827
research,Text,-0.10130507445140492,0.10130507445140492
owl,Text,0.10123177758199009,0.10123177758199009
protein,Text,-0.10115977422635922,0.10115977422635922
son,Text,-0.10104911197937676,0.10104911197937676
missing,Text,-0.10084754772784012,0.10084754772784012
gathering,Text,0.10082534736915338,0.10082534736915338
middle,Text,-0.10073943442195069,0.10073943442195069
shine,Text,0.10073576741667997,0.10073576741667997
special,Text,0.10066158630997175,0.10066158630997175
fortune,Text,-0.10060388761669131,0.10060388761669131
larp,Text,0.10015778176786458,0.10015778176786458
total,Text,-0.09984931780197613,0.09984931780197613
williams,Text,-0.09967335505391448,0.09967335505391448
house,Text,-0.09947063822840234,0.09947063822840234
mexican,Text,-0.09926636329341819,0.09926636329341819
abyss,Text,-0.09925465249030684,0.09925465249030684
coastal,Text,-0.09917360267039597,0.09917360267039597
water bottle,Text,0.0991720198552195,0.0991720198552195
film noir,Text,-0.0991055257499916,0.0991055257499916
bench,Text,0.0990829846530502,0.0990829846530502
harry,Text,-0.09898971498409692,0.09898971498409692
software,Text,-0.0989018143778557,0.0989018143778557
chest,Text,0.0988845488510548,0.0988845488510548
step,Text,-0.09876574980340419,0.09876574980340419
france,Text,0.09872677916321992,0.09872677916321992
train,Text,0.09866189957483149,0.09866189957483149
toxic,Text,-0.09864038248357787,0.09864038248357787
category_Festivals,Category,0.09817149595135397,0.09817149595135397
port,Text,-0.09814311796486178,0.09814311796486178
content,Text,0.09809574124896954,0.09809574124896954
touring,Text,-0.09805587283451672,0.09805587283451672
secret,Text,0.09802069134932724,0.09802069134932724
swamp,Text,0.09800937710221493,0.09800937710221493
lose,Text,0.0979348881012882,0.0979348881012882
premier,Text,-0.09793162305929667,0.09793162305929667
comfort,Text,0.09788652252663806,0.09788652252663806
americana,Text,0.09784148044086777,0.09784148044086777
pipe,Text,0.09775580745026458,0.09775580745026458
serious,Text,-0.09774005932372219,0.09774005932372219
string,Text,-0.09765943333603914,0.09765943333603914
christmas album,Text,0.09745193495967248,0.09745193495967248
big,Text,0.09730694804742741,0.09730694804742741
shaker,Text,-0.09730044346012338,0.09730044346012338
palm,Text,0.09724656483317665,0.09724656483317665
club,Text,0.09709523711925336,0.09709523711925336
wonderful,Text,-0.0970627336834874,0.0970627336834874
singer,Text,0.09705579525871383,0.09705579525871383
vr,Text,-0.09695685080466222,0.09695685080466222
new recording,Text,-0.0966205732302744,0.0966205732302744
apocalyptic,Text,-0.09655610255335664,0.09655610255335664
melody,Text,-0.09634661041440634,0.09634661041440634
vest,Text,-0.0962841699241073,0.0962841699241073
elegant,Text,0.0961992469461804,0.0961992469461804
fair trade,Text,0.0960845963126808,0.0960845963126808
halo,Text,0.09592500372522074,0.09592500372522074
phoenix,Text,0.09560322830392798,0.09560322830392798
series season,Text,-0.095546393289246,0.095546393289246
legal,Text,-0.09552467362759762,0.09552467362759762
feeling,Text,0.09533870314108772,0.09533870314108772
bros,Text,0.09530815770780264,0.09530815770780264
crew,Text,-0.09517535019493764,0.09517535019493764
ugly,Text,-0.09516107674979857,0.09516107674979857
cookie,Text,-0.09504856319443984,0.09504856319443984
ship,Text,0.09467977937675856,0.09467977937675856
box set,Text,0.09409743218340513,0.09409743218340513
profile,Text,0.09394670162863412,0.09394670162863412
championship,Text,-0.09373508260521517,0.09373508260521517
actor,Text,0.09373243402862214,0.09373243402862214
fence,Text,0.09362866063648996,0.09362866063648996
country_ES,Category,0.09359260340029024,0.09359260340029024
butt,Text,-0.09355548113808088,0.09355548113808088
pepper,Text,-0.09351382011023995,0.09351382011023995
physical,Text,0.09330474572463376,0.09330474572463376
bloody,Text,-0.09327148130274139,0.09327148130274139
price,Text,0.09320510722866529,0.09320510722866529
soon,Text,0.09294632845124988,0.09294632845124988
fantasy novel,Text,-0.09283637798863917,0.09283637798863917
category_Flight,Category,-0.0926896119927526,0.0926896119927526
mode,Text,-0.09248630424958154,0.09248630424958154
disability,Text,0.09238518792626094,0.09238518792626094
damage,Text,-0.092378238382092,0.092378238382092
crafting,Text,-0.09223635979380038,0.09223635979380038
modern day,Text,0.09216085882369073,0.09216085882369073
community,Text,0.09203902107694964,0.09203902107694964
epic fantasy,Text,0.09191881790470151,0.09191881790470151
artificial,Text,0.09186630552207958,0.09186630552207958
around,Text,-0.09174429816516312,0.09174429816516312
feature film,Text,-0.09162815374098002,0.09162815374098002
assault,Text,-0.0915895316737114,0.0915895316737114
dance theatre,Text,0.09126959370947282,0.09126959370947282
diy,Text,-0.09122597449126105,0.09122597449126105
lost found,Text,-0.09098705960367115,0.09098705960367115
tshirts,Text,-0.0908392777935977,0.0908392777935977
goblin,Text,0.0903680265780575,0.0903680265780575
hub,Text,0.0901192123120303,0.0901192123120303
person,Text,-0.09001640530305415,0.09001640530305415
hot,Text,-0.08990760650489048,0.08990760650489048
speak,Text,0.08988631569180101,0.08988631569180101
exploring,Text,-0.08978855574789499,0.08978855574789499
kentucky,Text,0.08971312528940267,0.08971312528940267
female,Text,0.08948903036854283,0.08948903036854283
affordable,Text,-0.08940944887230141,0.08940944887230141
victory,Text,-0.08909493161934459,0.08909493161934459
seafood,Text,0.08906775886873192,0.08906775886873192
firefly,Text,-0.08905896341212087,0.08905896341212087
hand,Text,-0.08897709834311067,0.08897709834311067
impression,Text,-0.08896402746902239,0.08896402746902239
ever,Text,0.08867924868949699,0.08867924868949699
conspiracy,Text,-0.08850604661898372,0.08850604661898372
universal,Text,-0.0883478399848078,0.0883478399848078
raise,Text,0.08829699215962207,0.08829699215962207
trouble,Text,-0.08812614965814043,0.08812614965814043
friday,Text,-0.08804368817196118,0.08804368817196118
slice,Text,0.0879844768210405,0.0879844768210405
ya,Text,0.08739040550043561,0.08739040550043561
ancient,Text,-0.08734833718841187,0.08734833718841187
king,Text,-0.08726372235379563,0.08726372235379563
book kid,Text,0.08717093989243964,0.08717093989243964
yoga mat,Text,0.08693159516624877,0.08693159516624877
celestial,Text,0.08677087897806754,0.08677087897806754
force,Text,0.08676436014606842,0.08676436014606842
scott,Text,0.08670635535720421,0.08670635535720421
coming soon,Text,0.08656066206570846,0.08656066206570846
horn,Text,0.086470465284255,0.086470465284255
grand,Text,-0.08628312209888536,0.08628312209888536
normal,Text,-0.08607948306291585,0.08607948306291585
silence,Text,0.08598146847239892,0.08598146847239892
iphone case,Text,-0.08586274088131554,0.08586274088131554
yo,Text,-0.08557984931010384,0.08557984931010384
answer,Text,-0.08538991076367419,0.08538991076367419
building,Text,-0.08521413499382165,0.08521413499382165
axis,Text,0.08513485186509974,0.08513485186509974
towel,Text,0.08494630769436144,0.08494630769436144
bin,Text,-0.08485632020942864,0.08485632020942864
sized,Text,0.0847741065598899,0.0847741065598899
stainless steel,Text,-0.08465557553016113,0.08465557553016113
chance,Text,-0.08464445564246266,0.08464445564246266
panda,Text,-0.08454947913037478,0.08454947913037478
lost,Text,-0.08449106084386852,0.08449106084386852
nail,Text,0.08442648591791237,0.08442648591791237
hope,Text,-0.08424754885132607,0.08424754885132607
low cost,Text,0.0841417486245579,0.0841417486245579
fired,Text,-0.08408189104307005,0.08408189104307005
funded,Text,-0.08388884814947711,0.08388884814947711
full length,Text,0.0838688932357366,0.0838688932357366
exercise,Text,-0.08373703518346874,0.08373703518346874
grab,Text,0.08367860628651931,0.08367860628651931
stress,Text,0.08347377420254051,0.08347377420254051
boot,Text,0.08313281528962134,0.08313281528962134
truck,Text,0.08292500097898571,0.08292500097898571
vietnam,Text,-0.08292127398952984,0.08292127398952984
warehouse,Text,-0.08290146318042751,0.08290146318042751
caravan,Text,0.08280333001146559,0.08280333001146559
making album,Text,0.0828028448545563,0.0828028448545563
strange,Text,0.08271998894544216,0.08271998894544216
atlantic,Text,0.08265838289405747,0.08265838289405747
whole,Text,0.08261061430524984,0.08261061430524984
curse,Text,0.0825228194790514,0.0825228194790514
lee,Text,-0.08228220799821204,0.08228220799821204
disc golf,Text,-0.08219005414767522,0.08219005414767522
american dream,Text,0.08184533953073221,0.08184533953073221
dock,Text,0.08173840228858334,0.08173840228858334
duke,Text,-0.08159677614167457,0.08159677614167457
men,Text,-0.08149351611820402,0.08149351611820402
painter,Text,-0.0808869019769269,0.0808869019769269
eclipse,Text,-0.08066435360635389,0.08066435360635389
student short,Text,-0.08058261264603674,0.08058261264603674
meaning,Text,0.08024702284896885,0.08024702284896885
beard,Text,0.0802296416930604,0.0802296416930604
alcohol,Text,0.08016281701299122,0.08016281701299122
game development,Text,0.0796968258017767,0.0796968258017767
zen,Text,0.07957336410422436,0.07957336410422436
come,Text,-0.07955370302684664,0.07955370302684664
tomb,Text,-0.07947209080864687,0.07947209080864687
jelly,Text,-0.07927754153843945,0.07927754153843945
every,Text,-0.07927714742492709,0.07927714742492709
tote,Text,-0.0792698287832533,0.0792698287832533
siren,Text,0.07926337391224611,0.07926337391224611
parking,Text,0.07919240145061737,0.07919240145061737
main_category_Journalism,Category,0.07915975736944772,0.07915975736944772
tent,Text,0.07913167286229522,0.07913167286229522
hurt,Text,-0.07882374199837883,0.07882374199837883
revolutionary,Text,0.07878708733242268,0.07878708733242268
category_Design,Category,-0.07872191956219476,0.07872191956219476
disc,Text,-0.07846486055545014,0.07846486055545014
fit,Text,-0.07822592195498188,0.07822592195498188
leader,Text,0.0781607957210131,0.0781607957210131
category_Food,Category,-0.07810952816644112,0.07810952816644112
shoppe,Text,-0.07771625232692984,0.07771625232692984
comedy,Text,-0.07761284245410516,0.07761284245410516
madison,Text,0.07752266766186214,0.07752266766186214
phone,Text,-0.07746575928670787,0.07746575928670787
launch_quarter,Numeric,-0.07729613655791273,0.07729613655791273
factory,Text,-0.07698378442364073,0.07698378442364073
lunch,Text,0.07675398138488794,0.07675398138488794
making,Text,-0.07660859462608921,0.07660859462608921
integrated,Text,-0.076516381458265,0.076516381458265
destination,Text,-0.07640059701574757,0.07640059701574757
storefront,Text,0.07625063106608743,0.07625063106608743
horror short,Text,-0.0761993941748286,0.0761993941748286
source,Text,0.07608939508447726,0.07608939508447726
roleplaying,Text,0.07606516201702374,0.07606516201702374
snack,Text,0.07596569879990578,0.07596569879990578
category_Technology,Category,-0.07588851303080438,0.07588851303080438
invasion,Text,-0.0757462666944987,0.0757462666944987
cardboard,Text,0.07564720529740994,0.07564720529740994
marathon,Text,-0.07560868833752545,0.07560868833752545
element,Text,-0.07556555336938861,0.07556555336938861
assistant,Text,-0.07492308060692239,0.07492308060692239
packed,Text,0.07489691461530855,0.07489691461530855
shannon,Text,-0.07488381781777134,0.07488381781777134
debate,Text,-0.07466577301745901,0.07466577301745901
home,Text,0.07427079671960309,0.07427079671960309
something,Text,0.07374276047248438,0.07374276047248438
fool,Text,-0.07372119686234048,0.07372119686234048
tiki,Text,0.07367207231523183,0.07367207231523183
pacific,Text,-0.07366033549370314,0.07366033549370314
mask,Text,0.07364231743236435,0.07364231743236435
valentine,Text,-0.07361287765317714,0.07361287765317714
completion,Text,0.0735447829868206,0.0735447829868206
introducing,Text,0.07339969648488348,0.07339969648488348
medicine,Text,-0.07339320357237472,0.07339320357237472
water,Text,-0.07334262999839807,0.07334262999839807
new book,Text,0.0732388869366261,0.0732388869366261
bo,Text,0.07320620631690165,0.07320620631690165
someone,Text,0.07296709352562956,0.07296709352562956
pancake,Text,-0.07287835054375914,0.07287835054375914
workout,Text,-0.07282221745779324,0.07282221745779324
untitled,Text,-0.07278181025814413,0.07278181025814413
austin,Text,-0.07259024250159567,0.07259024250159567
taylor,Text,-0.07251167587930941,0.07251167587930941
gravity,Text,-0.07250544809435819,0.07250544809435819
life time,Text,0.0724850549689243,0.0724850549689243
skin,Text,0.07242244403269536,0.07242244403269536
joseph,Text,-0.07242082420604283,0.07242082420604283
animal,Text,0.07228994121412356,0.07228994121412356
zodiac,Text,0.07194396675231321,0.07194396675231321
creator,Text,0.07108471425652453,0.07108471425652453
jeff,Text,-0.07106335585759298,0.07106335585759298
blocking,Text,-0.0709416253812919,0.0709416253812919
wide,Text,0.07087099033776846,0.07087099033776846
reference,Text,0.07065464223223626,0.07065464223223626
record label,Text,0.07020067362599683,0.07020067362599683
dinosaur,Text,0.07017175125235725,0.07017175125235725
tv series,Text,-0.06985865894559866,0.06985865894559866
telling,Text,0.06978204054373406,0.06978204054373406
art print,Text,-0.0697375308556976,0.0697375308556976
access,Text,0.06967715234694626,0.06967715234694626
vegetable,Text,-0.06937069880875328,0.06937069880875328
con,Text,0.0692757256546323,0.0692757256546323
level,Text,-0.06914678439011655,0.06914678439011655
bathroom,Text,-0.06908365129261695,0.06908365129261695
conference,Text,0.06906133651245078,0.06906133651245078
specie,Text,0.0687898036942777,0.0687898036942777
wall,Text,-0.068698205515164,0.068698205515164
motion picture,Text,0.06847307950309175,0.06847307950309175
precision,Text,0.06838996468327085,0.06838996468327085
dslr,Text,-0.06827942675022147,0.06827942675022147
sweat,Text,0.06822163567378844,0.06822163567378844
category_Pop,Category,0.06810025469259448,0.06810025469259448
fast food,Text,-0.06806699439325511,0.06806699439325511
watercolor,Text,0.06800124846687416,0.06800124846687416
main,Text,0.06795522729297088,0.06795522729297088
soy,Text,-0.06790615860556927,0.06790615860556927
arthur,Text,-0.06778768438964365,0.06778768438964365
value,Text,0.06754699240505987,0.06754699240505987
animation,Text,-0.0673722878691789,0.0673722878691789
rally,Text,0.06733530917966847,0.06733530917966847
tango,Text,0.06700755968388099,0.06700755968388099
must,Text,-0.06683776815213067,0.06683776815213067
ra,Text,0.06683650192789212,0.06683650192789212
debut cd,Text,-0.06677441037763565,0.06677441037763565
romeo,Text,0.06677019604252338,0.06677019604252338
gas,Text,-0.06669024447650149,0.06669024447650149
ego,Text,-0.06655407725527632,0.06655407725527632
launch_weekday,Numeric,-0.06654246635318158,0.06654246635318158
toronto,Text,-0.06648459941834707,0.06648459941834707
edgar,Text,-0.06637105154627967,0.06637105154627967
fact,Text,-0.06593564263520514,0.06593564263520514
magic,Text,-0.06590477476143466,0.06590477476143466
book tour,Text,-0.06588498627354869,0.06588498627354869
los,Text,0.06580211589804486,0.06580211589804486
primer,Text,0.06569240653497611,0.06569240653497611
possibility,Text,-0.06565113273388405,0.06565113273388405
india,Text,-0.0655154143891497,0.0655154143891497
category_Art,Category,0.0653938865415692,0.0653938865415692
blast,Text,-0.06536800193451206,0.06536800193451206
edible,Text,-0.06527818190629575,0.06527818190629575
luggage,Text,-0.06527063554316034,0.06527063554316034
launch_year,Numeric,-0.06526122715889858,0.06526122715889858
faster,Text,0.06525301343971812,0.06525301343971812
miller,Text,0.0652255298894572,0.0652255298894572
park,Text,0.06501518477119139,0.06501518477119139
beer,Text,-0.0646649709203311,0.0646649709203311
greenhouse,Text,0.06454915317306462,0.06454915317306462
record new,Text,-0.06443651134198726,0.06443651134198726
right,Text,0.06419006358269622,0.06419006358269622
first solo,Text,0.06415522642433394,0.06415522642433394
von,Text,-0.06414042314755539,0.06414042314755539
sushi,Text,0.06412013947658443,0.06412013947658443
publication,Text,-0.06401800411866623,0.06401800411866623
syrup,Text,0.06395090771659864,0.06395090771659864
live,Text,-0.06391612380455101,0.06391612380455101
everyone,Text,-0.06390385685633247,0.06390385685633247
industry,Text,-0.06368169449094081,0.06368169449094081
meeting,Text,-0.06357757513709371,0.06357757513709371
category_Music Videos,Category,-0.06342328934771377,0.06342328934771377
stove,Text,-0.06337115341363966,0.06337115341363966
orchestra,Text,0.06331719727362105,0.06331719727362105
central,Text,0.06327344010837996,0.06327344010837996
signal,Text,-0.06322498029924065,0.06322498029924065
dakota,Text,0.0629774030426159,0.0629774030426159
airplane,Text,0.06297104262192908,0.06297104262192908
island,Text,0.06288100164162616,0.06288100164162616
winning,Text,-0.06280943852105783,0.06280943852105783
listening,Text,-0.06266259148866113,0.06266259148866113
biscuit,Text,-0.06250077818548083,0.06250077818548083
linux,Text,-0.06231232290468648,0.06231232290468648
cd release,Text,-0.062277733735284585,0.062277733735284585
kind,Text,-0.06211754758917194,0.06211754758917194
category_Children's Books,Category,0.06205426483404799,0.06205426483404799
category_Faith,Category,0.06168136369342739,0.06168136369342739
main_category_Film & Video,Category,-0.0616583269850746,0.0616583269850746
mental,Text,-0.061652796657789624,0.061652796657789624
idea,Text,0.06157142819830256,0.06157142819830256
next,Text,0.061542340419472784,0.061542340419472784
courage,Text,-0.061395410451278574,0.061395410451278574
category_Accessories,Category,0.06110257344750255,0.06110257344750255
emotional,Text,-0.06096938704286274,0.06096938704286274
sided,Text,-0.060876675691997686,0.060876675691997686
soup,Text,0.06075335387617662,0.06075335387617662
infinity,Text,0.06072638539193928,0.06072638539193928
weekend,Text,-0.06058248493219746,0.06058248493219746
album vinyl,Text,-0.06049167890670496,0.06049167890670496
isle,Text,0.060217800741965116,0.060217800741965116
button,Text,0.060163690078503765,0.060163690078503765
toy,Text,0.06008800310263842,0.06008800310263842
paul,Text,-0.05986988061059999,0.05986988061059999
making music,Text,-0.05969999868747275,0.05969999868747275
category_Horror,Category,-0.059689558364268466,0.059689558364268466
ouya,Text,0.0595711782923274,0.0595711782923274
biography,Text,-0.059566991482507305,0.059566991482507305
flashlight,Text,-0.05945163073397573,0.05945163073397573
close,Text,-0.059447172577129864,0.059447172577129864
hill,Text,0.059368565421060504,0.059368565421060504
dark,Text,0.05933874801108413,0.05933874801108413
draw,Text,0.05926814041255627,0.05926814041255627
block,Text,0.05919204234250589,0.05919204234250589
essence,Text,-0.05880724653120598,0.05880724653120598
reel,Text,0.05879445735963424,0.05879445735963424
en,Text,-0.05876491807170772,0.05876491807170772
greek,Text,-0.058425577455970726,0.058425577455970726
wheel,Text,-0.05825613935500027,0.05825613935500027
harp,Text,-0.05804990872173424,0.05804990872173424
mile,Text,-0.05799293705645289,0.05799293705645289
labyrinth,Text,0.05798488048696213,0.05798488048696213
fly,Text,0.05792757759638709,0.05792757759638709
hotel,Text,-0.05779237976005271,0.05779237976005271
cure,Text,0.05776972075353825,0.05776972075353825
luke,Text,0.05756247676601638,0.05756247676601638
left behind,Text,-0.057389483730661106,0.057389483730661106
palace,Text,-0.05714789870492811,0.05714789870492811
resistant,Text,-0.05703785902712301,0.05703785902712301
edge,Text,0.05697686441927983,0.05697686441927983
gabriel,Text,0.056789262084664456,0.056789262084664456
vita,Text,0.0566861454953069,0.0566861454953069
steven,Text,-0.056565026704827576,0.056565026704827576
audiobook,Text,0.056551367605562536,0.056551367605562536
category_Poetry,Category,-0.05652398215700465,0.05652398215700465
ice cream,Text,-0.05648632097252361,0.05648632097252361
angeles,Text,-0.056440864312020465,0.056440864312020465
listen,Text,0.05633871669246492,0.05633871669246492
history,Text,0.05618877551279212,0.05618877551279212
necklace,Text,0.05613189980524305,0.05613189980524305
main_category_Music,Category,0.05602826634859731,0.05602826634859731
launch,Text,-0.05557575178713239,0.05557575178713239
lover,Text,-0.054947277616107265,0.054947277616107265
launch_month,Numeric,0.05486246331814559,0.05486246331814559
transition,Text,-0.0547913543620766,0.0547913543620766
kansa,Text,-0.05443433235646329,0.05443433235646329
extra,Text,-0.05438832031522963,0.05438832031522963
comeback,Text,-0.05433754332643768,0.05433754332643768
debut album,Text,0.05430111085648844,0.05430111085648844
guide,Text,-0.05420011513173387,0.05420011513173387
job,Text,-0.05393317755252752,0.05393317755252752
printing,Text,-0.05388981265431614,0.05388981265431614
ask,Text,-0.053639934761703284,0.053639934761703284
juice,Text,0.053624604444174044,0.053624604444174044
diego,Text,-0.053449247632032765,0.053449247632032765
everywhere,Text,-0.05340604695444349,0.05340604695444349
